Id,Id2,Geography,Total; Estimate; Population 5 years and over,Total; Estimate; Speak only English,Total; Margin of Error; Speak only English
0500000US21097,21097,"Harrison County, Kentucky",17569,96.5,0.9
0500000US26075,26075,"Jackson County, Michigan",150835,96.5,0.3
0500000US27025,27025,"Chisago County, Minnesota",50639,96.5,0.5
0500000US55075,55075,"Marinette County, Wisconsin",39642,96.5,0.6
0500000US29147,29147,"Nodaway County, Missouri",22227,96.4,1.4
0500000US40125,40125,"Pottawatomie County, Oklahoma",65336,96.4,0.5
0500000US20029,20029,"Cloud County, Kansas",8803,96.3,1.4
0500000US36015,36015,"Chemung County, New York",83610,96.3,0.4
0500000US12059,12059,"Holmes County, Florida",18761,96.2,1
0500000US19033,19033,"Cerro Gordo County, Iowa",41477,96.2,0.6
0500000US39125,39125,"Paulding County, Ohio",18115,96.2,0.9
0500000US51065,51065,"Fluvanna County, Virginia",24388,96.2,1
0500000US51163,51163,"Rockbridge County, Virginia",21297,96.2,0.7
0500000US26035,26035,"Clare County, Michigan",29074,96.1,0.9
0500000US51515,51515,"Bedford city, Virginia",5852,96.1,2.4
0500000US55115,55115,"Shawano County, Wisconsin",39472,96.1,0.5
0500000US40121,40121,"Pittsburg County, Oklahoma",42617,96,0.6
0500000US42097,42097,"Northumberland County, Pennsylvania",89328,96,0.4
0500000US47035,47035,"Cumberland County, Tennessee",53779,96,0.7
0500000US17029,17029,"Coles County, Illinois",51170,95.9,1
0500000US26107,26107,"Mecosta County, Michigan",40880,95.9,0.8
0500000US13315,13315,"Wilcox County, Georgia",8642,95.8,1.1
0500000US31175,31175,"Valley County, Nebraska",4011,95.8,1.4
0500000US39063,39063,"Hancock County, Ohio",70639,95.7,0.5
0500000US41011,41011,"Coos County, Oregon",59576,95.6,0.7
0500000US45021,45021,"Cherokee County, South Carolina",51914,95.6,0.4
0500000US13145,13145,"Harris County, Georgia",30558,95.5,1
0500000US13187,13187,"Lumpkin County, Georgia",28859,95.5,1.6
0500000US17155,17155,"Putnam County, Illinois",5634,95.5,1
0500000US36035,36035,"Fulton County, New York",52229,95.5,0.7
0500000US47007,47007,"Bledsoe County, Tennessee",12256,95.5,1.8
0500000US48405,48405,"San Augustine County, Texas",8420,95.5,1.6
0500000US38093,38093,"Stutsman County, North Dakota",19819,95.4,1.2
0500000US22077,22077,"Pointe Coupee Parish, Louisiana",21280,95.3,1.1
0500000US48155,48155,"Foard County, Texas",1075,95.2,2.2
0500000US56033,56033,"Sheridan County, Wyoming",27562,95.2,1
0500000US12125,12125,"Union County, Florida",14546,95.1,1.1
0500000US41009,41009,"Columbia County, Oregon",46617,95.1,0.9
0500000US01113,1113,"Russell County, Alabama",51309,95,0.7
0500000US39155,39155,"Trumbull County, Ohio",197460,95,0.3
0500000US20153,20153,"Rawlins County, Kansas",2422,94.7,1.5
0500000US31013,31013,"Box Butte County, Nebraska",10560,94.7,1.6
0500000US23011,23011,"Kennebec County, Maine",115742,94.3,0.4
0500000US36077,36077,"Otsego County, New York",59336,94.3,0.6
0500000US24015,24015,"Cecil County, Maryland",95149,93.9,0.6
0500000US46129,46129,"Walworth County, South Dakota",5193,93.9,2.2
0500000US40067,40067,"Jefferson County, Oklahoma",6035,93.8,1.4
0500000US06105,6105,"Trinity County, California",13023,92.8,2.1
0500000US31173,31173,"Thurston County, Nebraska",6225,92.7,1.4
0500000US46021,46021,"Campbell County, South Dakota",1366,90,2.7
0500000US08007,8007,"Archuleta County, Colorado",11606,89.3,2.2
0500000US49009,49009,"Daggett County, Utah",776,98.2,1.8
0500000US46069,46069,"Hyde County, South Dakota",1300,98,1.3
0500000US21183,21183,"Ohio County, Kentucky",22339,97.8,0.8
0500000US21079,21079,"Garrard County, Kentucky",15973,97.5,0.9
0500000US29229,29229,"Wright County, Missouri",17446,97.5,0.7
0500000US01033,1033,"Colbert County, Alabama",51350,97.4,0.4
0500000US39047,39047,"Fayette County, Ohio",26975,97.3,0.6
0500000US47109,47109,"McNairy County, Tennessee",24548,97.3,1.1
0500000US13147,13147,"Hart County, Georgia",23770,97.2,0.8
0500000US19165,19165,"Shelby County, Iowa",11425,97.2,0.7
0500000US28093,28093,"Marshall County, Mississippi",34484,97.2,0.7
0500000US51127,51127,"New Kent County, Virginia",17831,97.2,0.9
0500000US18053,18053,"Grant County, Indiana",65719,97.1,0.5
0500000US21031,21031,"Butler County, Kentucky",12015,97.1,1.1
0500000US28003,28003,"Alcorn County, Mississippi",34651,97.1,0.6
0500000US51143,51143,"Pittsylvania County, Virginia",60087,97.1,0.4
0500000US13033,13033,"Burke County, Georgia",21546,97,0.7
0500000US13221,13221,"Oglethorpe County, Georgia",13923,97,1.2
0500000US36017,36017,"Chenango County, New York",47487,97,0.4
0500000US54055,54055,"Mercer County, West Virginia",58521,97,0.5
0500000US28149,28149,"Warren County, Mississippi",45148,96.9,0.6
0500000US39001,39001,"Adams County, Ohio",26541,96.8,1.2
0500000US19187,19187,"Webster County, Iowa",35402,96.7,0.6
0500000US45075,45075,"Orangeburg County, South Carolina",85857,96.7,0.5
0500000US47043,47043,"Dickson County, Tennessee",46694,96.7,0.6
0500000US18169,18169,"Wabash County, Indiana",30765,96.6,0.6
0500000US19145,19145,"Page County, Iowa",14952,96.6,0.9
0500000US21059,21059,"Daviess County, Kentucky",90719,96.6,0.5
0500000US26117,26117,"Montcalm County, Michigan",59502,96.6,0.4
0500000US39175,39175,"Wyandot County, Ohio",21235,96.5,0.9
0500000US18133,18133,"Putnam County, Indiana",35933,96.4,0.7
0500000US26071,26071,"Iron County, Michigan",11240,96.4,0.8
0500000US39069,39069,"Henry County, Ohio",26406,96.4,0.7
0500000US13047,13047,"Catoosa County, Georgia",60775,96.3,0.6
0500000US29219,29219,"Warren County, Missouri",30518,96.3,0.7
0500000US45041,45041,"Florence County, South Carolina",128212,96.3,0.4
0500000US17065,17065,"Hamilton County, Illinois",7919,96.2,2.1
0500000US27135,27135,"Roseau County, Minnesota",14612,96.2,0.5
0500000US29031,29031,"Cape Girardeau County, Missouri",71743,96.1,0.5
0500000US39023,39023,"Clark County, Ohio",129323,96.1,0.4
0500000US42111,42111,"Somerset County, Pennsylvania",73729,96.1,0.4
0500000US48077,48077,"Clay County, Texas",10051,96.1,1.2
0500000US36037,36037,"Genesee County, New York",56557,96,0.6
0500000US40089,40089,"McCurtain County, Oklahoma",30823,96,0.7
0500000US42033,42033,"Clearfield County, Pennsylvania",77576,96,0.4
0500000US40123,40123,"Pontotoc County, Oklahoma",35052,95.9,0.7
0500000US51085,51085,"Hanover County, Virginia",95188,95.9,0.4
0500000US26121,26121,"Muskegon County, Michigan",160192,95.8,0.4
0500000US30031,30031,"Gallatin County, Montana",85750,95.8,0.5
0500000US55057,55057,"Juneau County, Wisconsin",25190,95.8,0.5
0500000US36113,36113,"Warren County, New York",62394,95.7,0.6
0500000US47179,47179,"Washington County, Tennessee",117297,95.7,0.4
0500000US18011,18011,"Boone County, Indiana",54145,95.6,0.7
0500000US22093,22093,"St. James Parish, Louisiana",20459,95.6,1.1
0500000US19141,19141,"O'Brien County, Iowa",13383,95.5,1
0500000US36063,36063,"Niagara County, New York",204038,95.5,0.3
0500000US24023,24023,"Garrett County, Maryland",28525,95.4,1.2
0500000US30063,30063,"Missoula County, Montana",104103,95.4,0.5
0500000US40069,40069,"Johnston County, Oklahoma",10254,95.4,1.1
0500000US49041,49041,"Sevier County, Utah",19103,95.3,0.9
0500000US20113,20113,"McPherson County, Kansas",27554,95.2,0.8
0500000US36101,36101,"Steuben County, New York",93257,95.2,0.4
0500000US26111,26111,"Midland County, Michigan",79237,95.1,0.6
0500000US55141,55141,"Wood County, Wisconsin",70052,95,0.5
0500000US40033,40033,"Cotton County, Oklahoma",5799,94.9,1.5
0500000US50001,50001,"Addison County, Vermont",35185,94.9,0.6
0500000US08039,8039,"Elbert County, Colorado",22229,94.8,1.1
0500000US17167,17167,"Sangamon County, Illinois",185906,94.8,0.4
0500000US27027,27027,"Clay County, Minnesota",55613,94.6,0.7
0500000US40013,40013,"Bryan County, Oklahoma",40152,94.6,0.7
0500000US55091,55091,"Pepin County, Wisconsin",6978,94.2,1.6
0500000US50019,50019,"Orleans County, Vermont",25777,94,0.7
0500000US13307,13307,"Webster County, Georgia",2611,98,2.1
0500000US21063,21063,"Elliott County, Kentucky",7404,97.9,1
0500000US28127,28127,"Simpson County, Mississippi",25527,97.8,0.9
0500000US38039,38039,"Griggs County, North Dakota",2256,97.7,1.4
0500000US31087,31087,"Hitchcock County, Nebraska",2724,97.6,1.4
0500000US20095,20095,"Kingman County, Kansas",7414,97.5,0.9
0500000US28137,28137,"Tate County, Mississippi",26787,97.5,0.4
0500000US19081,19081,"Hancock County, Iowa",10561,97.1,0.8
0500000US21081,21081,"Grant County, Kentucky",22784,97.1,0.6
0500000US01061,1061,"Geneva County, Alabama",25237,97,0.8
0500000US01077,1077,"Lauderdale County, Alabama",87600,97,0.4
0500000US22059,22059,"LaSalle Parish, Louisiana",13821,96.9,0.7
0500000US47089,47089,"Jefferson County, Tennessee",49002,96.9,0.5
0500000US51035,51035,"Carroll County, Virginia",28605,96.9,0.6
0500000US17057,17057,"Fulton County, Illinois",34902,96.8,0.6
0500000US19091,19091,"Humboldt County, Iowa",9158,96.8,0.5
0500000US37165,37165,"Scotland County, North Carolina",33765,96.8,0.6
0500000US47059,47059,"Greene County, Tennessee",65239,96.8,0.6
0500000US51067,51067,"Franklin County, Virginia",53334,96.8,0.6
0500000US51109,51109,"Louisa County, Virginia",31464,96.8,0.9
0500000US28073,28073,"Lamar County, Mississippi",52688,96.7,0.6
0500000US37143,37143,"Perquimans County, North Carolina",12799,96.7,1.2
0500000US47123,47123,"Monroe County, Tennessee",42089,96.5,0.6
0500000US56009,56009,"Converse County, Wyoming",12966,96.5,1.1
0500000US48199,48199,"Hardin County, Texas",51288,96.4,0.5
0500000US17159,17159,"Richland County, Illinois",15250,96.3,1.1
0500000US22017,22017,"Caddo Parish, Louisiana",237416,96.1,0.3
0500000US39045,39045,"Fairfield County, Ohio",138075,96.1,0.5
0500000US13087,13087,"Decatur County, Georgia",25802,96,1
0500000US21021,21021,"Boyle County, Kentucky",27130,96,0.9
0500000US37045,37045,"Cleveland County, North Carolina",91941,96,0.4
0500000US40131,40131,"Rogers County, Oklahoma",82456,96,0.4
0500000US46035,46035,"Davison County, South Dakota",18347,96,1.1
0500000US28087,28087,"Lowndes County, Mississippi",55659,95.9,0.7
0500000US05093,5093,"Mississippi County, Arkansas",42470,95.8,0.8
0500000US28121,28121,"Rankin County, Mississippi",133858,95.8,0.4
0500000US13029,13029,"Bryan County, Georgia",29162,95.6,1.1
0500000US28081,28081,"Lee County, Mississippi",77765,95.6,0.6
0500000US29167,29167,"Polk County, Missouri",29186,95.6,1.3
0500000US36023,36023,"Cortland County, New York",46778,95.6,0.7
0500000US53013,53013,"Columbia County, Washington",3810,95.6,1.3
0500000US26133,26133,"Osceola County, Michigan",21994,95.5,0.8
0500000US27115,27115,"Pine County, Minnesota",27795,95.3,0.6
0500000US05045,5045,"Faulkner County, Arkansas",107845,95.2,0.5
0500000US17163,17163,"St. Clair County, Illinois",250929,95.2,0.4
0500000US26091,26091,"Lenawee County, Michigan",93884,95.2,0.4
0500000US31023,31023,"Butler County, Nebraska",7860,95.2,0.8
0500000US24013,24013,"Carroll County, Maryland",158577,95.1,0.4
0500000US39065,39065,"Hardin County, Ohio",29920,95.1,1.6
0500000US46027,46027,"Clay County, South Dakota",13267,95.1,1.2
0500000US55045,55045,"Green County, Wisconsin",34654,95.1,0.7
0500000US21233,21233,"Webster County, Kentucky",12640,95,1.3
0500000US31185,31185,"York County, Nebraska",12825,95,1.2
0500000US19067,19067,"Floyd County, Iowa",15136,94.9,1.4
0500000US28045,28045,"Hancock County, Mississippi",41908,94.8,0.8
0500000US39103,39103,"Medina County, Ohio",163370,94.8,0.5
0500000US39173,39173,"Wood County, Ohio",120455,94.8,0.5
0500000US36025,36025,"Delaware County, New York",45185,94.6,0.6
0500000US53009,53009,"Clallam County, Washington",68434,94.6,0.7
0500000US24039,24039,"Somerset County, Maryland",25019,94.5,1.1
0500000US28105,28105,"Oktibbeha County, Mississippi",45560,94.5,0.8
0500000US40147,40147,"Washington County, Oklahoma",48020,94.5,0.7
0500000US08111,8111,"San Juan County, Colorado",625,94.4,4.7
0500000US39039,39039,"Defiance County, Ohio",36535,94.4,0.9
0500000US40075,40075,"Kiowa County, Oklahoma",8803,93.7,1.4
0500000US56005,56005,"Campbell County, Wyoming",42929,93.7,1
0500000US51735,51735,"Poquoson city, Virginia",11629,93.6,1.9
0500000US24047,24047,"Worcester County, Maryland",49200,93.3,1.1
0500000US27129,27129,"Renville County, Minnesota",14564,93.3,0.7
0500000US36073,36073,"Orleans County, New York",40455,93.2,0.7
0500000US48065,48065,"Carson County, Texas",5812,92,2.4
0500000US02122,2122,"Kenai Peninsula Borough, Alaska",52727,91.8,0.8
0500000US46007,46007,"Bennett County, South Dakota",2996,80.9,5
0500000US05001,5001,"Arkansas County, Arkansas",17775,97.2,0.7
0500000US01123,1123,"Tallapoosa County, Alabama",39010,97.1,0.7
0500000US47055,47055,"Giles County, Tennessee",27546,97.1,0.9
0500000US47095,47095,"Lake County, Tennessee",7425,97.1,0.9
0500000US55011,55011,"Buffalo County, Wisconsin",12747,97.1,0.6
0500000US51009,51009,"Amherst County, Virginia",30464,97,0.7
0500000US18149,18149,"Starke County, Indiana",21912,96.8,0.9
0500000US37033,37033,"Caswell County, North Carolina",22308,96.8,0.6
0500000US37169,37169,"Stokes County, North Carolina",44647,96.8,0.5
0500000US05079,5079,"Lincoln County, Arkansas",13458,96.7,0.9
0500000US18077,18077,"Jefferson County, Indiana",30590,96.6,0.7
0500000US21229,21229,"Washington County, Kentucky",11093,96.6,1.1
0500000US46039,46039,"Deuel County, South Dakota",4096,96.5,1
0500000US56035,56035,"Sublette County, Wyoming",9517,96.4,2.1
0500000US13095,13095,"Dougherty County, Georgia",87120,96.3,0.4
0500000US51007,51007,"Amelia County, Virginia",11952,96.3,1.9
0500000US42073,42073,"Lawrence County, Pennsylvania",85591,96.1,0.4
0500000US51093,51093,"Isle of Wight County, Virginia",33620,96.1,0.8
0500000US55061,55061,"Kewaunee County, Wisconsin",19458,96.1,0.6
0500000US18163,18163,"Vanderburgh County, Indiana",168673,96,0.5
0500000US26087,26087,"Lapeer County, Michigan",83872,95.9,0.4
0500000US55033,55033,"Dunn County, Wisconsin",41528,95.9,0.5
0500000US18067,18067,"Howard County, Indiana",77757,95.8,0.6
0500000US19037,19037,"Chickasaw County, Iowa",11613,95.8,1
0500000US27141,27141,"Sherburne County, Minnesota",82611,95.8,0.6
0500000US37175,37175,"Transylvania County, North Carolina",31552,95.8,1.3
0500000US22117,22117,"Washington Parish, Louisiana",43884,95.7,0.6
0500000US29185,29185,"St. Clair County, Missouri",9172,95.7,2.5
0500000US39079,39079,"Jackson County, Ohio",30909,95.7,1.5
0500000US39133,39133,"Portage County, Ohio",155577,95.7,0.4
0500000US55029,55029,"Door County, Wisconsin",26637,95.7,0.6
0500000US01069,1069,"Houston County, Alabama",95628,95.6,0.4
0500000US26097,26097,"Mackinac County, Michigan",10617,95.6,1.2
0500000US27171,27171,"Wright County, Minnesota",115811,95.6,0.5
0500000US47189,47189,"Wilson County, Tennessee",109706,95.6,0.5
0500000US55043,55043,"Grant County, Wisconsin",48227,95.6,0.6
0500000US12133,12133,"Washington County, Florida",23402,95.5,1.2
0500000US20193,20193,"Thomas County, Kansas",7395,95.5,1.7
0500000US27091,27091,"Martin County, Minnesota",19549,95.5,0.7
0500000US36011,36011,"Cayuga County, New York",75598,95.5,0.5
0500000US42107,42107,"Schuylkill County, Pennsylvania",140231,95.5,0.3
0500000US29051,29051,"Cole County, Missouri",71274,95.4,0.5
0500000US55027,55027,"Dodge County, Wisconsin",83810,95.4,0.5
0500000US05027,5027,"Columbia County, Arkansas",23071,95.3,0.8
0500000US51187,51187,"Warren County, Virginia",35565,95.3,1
0500000US55131,55131,"Washington County, Wisconsin",124510,95.3,0.5
0500000US13039,13039,"Camden County, Georgia",46832,95.2,0.8
0500000US29001,29001,"Adair County, Missouri",24257,95.2,1
0500000US22105,22105,"Tangipahoa Parish, Louisiana",113918,95.1,0.6
0500000US26051,26051,"Gladwin County, Michigan",24449,95.1,1.4
0500000US51033,51033,"Caroline County, Virginia",26877,95.1,1.1
0500000US17103,17103,"Lee County, Illinois",33569,94.9,0.8
0500000US26013,26013,"Baraga County, Michigan",8375,94.9,1.2
0500000US26145,26145,"Saginaw County, Michigan",187284,94.9,0.4
0500000US05019,5019,"Clark County, Arkansas",21669,94.8,0.6
0500000US49023,49023,"Juab County, Utah",9283,94.6,1.9
0500000US48059,48059,"Callahan County, Texas",12742,94.5,1
0500000US40137,40137,"Stephens County, Oklahoma",42057,94.3,0.8
0500000US40041,40041,"Delaware County, Oklahoma",39239,94.2,0.7
0500000US42127,42127,"Wayne County, Pennsylvania",50071,93.8,0.7
0500000US16005,16005,"Bannock County, Idaho",76421,93.6,0.8
0500000US23031,23031,"York County, Maine",188154,92.9,0.4
0500000US46009,46009,"Bon Homme County, South Dakota",6660,92.8,1.7
0500000US20181,20181,"Sherman County, Kansas",5599,92.1,2.4
0500000US40029,40029,"Coal County, Oklahoma",5521,92,3.2
0500000US48019,48019,"Bandera County, Texas",19539,89.2,1.8
0500000US01035,1035,"Conecuh County, Alabama",12316,97.8,1.5
0500000US21231,21231,"Wayne County, Kentucky",19584,97.4,0.8
0500000US42113,42113,"Sullivan County, Pennsylvania",6170,97.2,1.1
0500000US21165,21165,"Menifee County, Kentucky",6030,96.9,2.4
0500000US29115,29115,"Linn County, Missouri",11833,96.9,1.2
0500000US39059,39059,"Guernsey County, Ohio",37549,96.9,1
0500000US39141,39141,"Ross County, Ohio",73340,96.9,0.6
0500000US45033,45033,"Dillon County, South Carolina",29360,96.9,0.6
0500000US45029,45029,"Colleton County, South Carolina",36028,96.7,0.6
0500000US45061,45061,"Lee County, South Carolina",17847,96.7,1
0500000US22111,22111,"Union Parish, Louisiana",21211,96.4,0.8
0500000US28029,28029,"Copiah County, Mississippi",27173,96.4,1.1
0500000US19041,19041,"Clay County, Iowa",15565,96.3,0.8
0500000US31111,31111,"Lincoln County, Nebraska",33655,96.3,0.8
0500000US05097,5097,"Montgomery County, Arkansas",8909,96.2,0.9
0500000US45007,45007,"Anderson County, South Carolina",176692,96.2,0.3
0500000US47001,47001,"Anderson County, Tennessee",71130,96.2,0.5
0500000US49055,49055,"Wayne County, Utah",2593,96.2,2
0500000US55135,55135,"Waupaca County, Wisconsin",49457,96.2,0.5
0500000US47009,47009,"Blount County, Tennessee",117066,96.1,0.5
0500000US19083,19083,"Hardin County, Iowa",16455,96,0.7
0500000US17085,17085,"Jo Daviess County, Illinois",21464,95.8,0.8
0500000US18043,18043,"Floyd County, Indiana",70662,95.8,0.4
0500000US21117,21117,"Kenton County, Kentucky",149238,95.8,0.4
0500000US37039,37039,"Cherokee County, North Carolina",25967,95.8,1
0500000US47099,47099,"Lawrence County, Tennessee",39069,95.8,1.2
0500000US13317,13317,"Wilkes County, Georgia",9599,95.7,1.1
0500000US40083,40083,"Logan County, Oklahoma",40163,95.6,0.9
0500000US40099,40099,"Murray County, Oklahoma",12732,95.6,1.5
0500000US47023,47023,"Chester County, Tennessee",16190,95.6,1.9
0500000US55021,55021,"Columbia County, Wisconsin",53362,95.6,0.6
0500000US01015,1015,"Calhoun County, Alabama",110672,95.5,0.5
0500000US27151,27151,"Swift County, Minnesota",9122,95.5,0.6
0500000US08107,8107,"Routt County, Colorado",22225,95.3,1.2
0500000US36121,36121,"Wyoming County, New York",39868,95.2,0.5
0500000US37007,37007,"Anson County, North Carolina",25065,95.1,0.6
0500000US37003,37003,"Alexander County, North Carolina",35011,95,0.7
